CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AvgBalance,AvgSalary,BalanceStandardized
757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0,119730.1161339179,101113.43510163411,0.45906384848132026
746,Spain,Male,31,2,113836.27,1,1,1,174815.54,0,61818.14776342349,99440.57228098506,0.5986186164305902
503,Spain,Male,25,7,0.0,1,0,1,192841.13,0,61818.14776342349,99440.57228098506,-1.2258476714090278
543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1,119730.1161339179,101113.43510163411,0.39129562286933683
428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1,119730.1161339179,101113.43510163411,0.8456258533470681
768,France,Female,28,3,109118.05,2,0,1,50911.41,0,62092.63651575588,99899.18081372158,0.5229991910171378
618,France,Male,56,7,0.0,1,1,1,142400.27,1,62092.63651575588,99899.18081372158,-1.2258476714090278
591,France,Female,31,7,0.0,2,0,1,48778.46,0,62092.63651575588,99899.18081372158,-1.2258476714090278
658,France,Female,35,5,126397.66,1,0,0,156361.58,1,62092.63651575588,99899.18081372158,0.7999413809888958
625,France,Male,36,9,108546.16,3,1,0,133807.77,1,62092.63651575588,99899.18081372158,0.5138334477496133
717,France,Male,36,2,148061.89,1,1,0,179128.69,1,62092.63651575588,99899.18081372158,1.147156352869156
667,France,Male,44,8,122277.87,1,1,1,91810.71,0,62092.63651575588,99899.18081372158,0.7339130583112572
804,France,Male,24,3,0.0,2,1,0,173195.33,0,62092.63651575588,99899.18081372158,-1.2258476714090278
693,France,Male,31,1,0.0,2,0,1,182270.88,0,62092.63651575588,99899.18081372158,-1.2258476714090278
729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0,119730.1161339179,101113.43510163411,1.2246850877572628
484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,119730.1161339179,101113.43510163411,0.9280051927219054
632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0,61818.14776342349,99440.57228098506,0.5329771881600545
536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0,119730.1161339179,101113.43510163411,0.2545238020969242
573,France,Female,26,4,129109.02,1,0,0,149814.68,1,62092.63651575588,99899.18081372158,0.8433966427802109
655,Spain,Female,56,5,0.0,2,1,1,41782.7,0,61818.14776342349,99440.57228098506,-1.2258476714090278
666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0,119730.1161339179,101113.43510163411,0.45864153416370795
726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0,119730.1161339179,101113.43510163411,0.559176702960842
523,France,Male,39,3,0.0,2,1,0,6726.53,0,62092.63651575588,99899.18081372158,-1.2258476714090278
728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0,119730.1161339179,101113.43510163411,1.184824065391668
701,France,Male,30,3,156660.72,2,1,0,45742.42,0,62092.63651575588,99899.18081372158,1.284970737070816
518,France,Male,38,3,90957.81,1,0,1,162304.59,0,62092.63651575588,99899.18081372158,0.2319430481983634
739,France,Male,37,7,104960.46,1,0,1,80883.82,0,62092.63651575588,99899.18081372158,0.4563650436258088
531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1,119730.1161339179,101113.43510163411,0.6501706133306163
452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0,61818.14776342349,99440.57228098506,0.19921633305637068
684,France,Male,45,6,148071.39,1,1,0,183575.01,0,62092.63651575588,99899.18081372158,1.14730861040302
728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0,119730.1161339179,101113.43510163411,1.213203106721946
783,Spain,Male,39,9,0.0,2,1,0,143752.77,0,61818.14776342349,99440.57228098506,-1.2258476714090278
734,France,Male,22,5,130056.23,1,0,0,121894.31,1,62092.63651575588,99899.18081372158,0.8585776805329811
648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0,119730.1161339179,101113.43510163411,0.2973644242646935
688,France,Male,52,1,0.0,2,1,1,172033.57,0,62092.63651575588,99899.18081372158,-1.2258476714090278
680,Spain,Male,35,9,0.0,2,0,0,143774.06,0,61818.14776342349,99440.57228098506,-1.2258476714090278
516,France,Female,43,2,112773.73,2,1,1,139366.58,0,62092.63651575588,99899.18081372158,0.5815891722167108
680,France,Female,37,10,123806.28,1,1,0,81776.84,1,62092.63651575588,99899.18081372158,0.7584090517147388
604,France,Male,53,8,144453.75,1,1,0,190998.96,1,62092.63651575588,99899.18081372158,1.0893283004232557
624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0,119730.1161339179,101113.43510163411,0.29139528785287155
623,France,Male,21,10,0.0,2,0,1,135851.3,0,62092.63651575588,99899.18081372158,-1.2258476714090278
624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0,61818.14776342349,99440.57228098506,1.5692353925238145
565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1,119730.1161339179,101113.43510163411,0.5193160011374235
565,France,Male,55,4,118803.35,2,1,1,128124.7,1,62092.63651575588,99899.18081372158,0.6782265481469265
710,France,Male,54,6,171137.62,1,1,1,167023.95,1,62092.63651575588,99899.18081372158,1.5169935888598405
645,France,Male,42,6,0.0,1,0,0,149807.01,0,62092.63651575588,99899.18081372158,-1.2258476714090278
707,France,Male,33,8,136678.52,1,1,0,54290.62,0,62092.63651575588,99899.18081372158,0.9647138430521626
655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0,61818.14776342349,99440.57228098506,0.9460781619915625
705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0,61818.14776342349,99440.57228098506,1.6237695535634271
358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,61818.14776342349,99440.57228098506,1.0747213537086966
578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0,119730.1161339179,101113.43510163411,1.1379462145101784
800,France,Female,40,5,97764.41,1,1,0,98640.15,1,62092.63651575588,99899.18081372158,0.34103316714559484
612,France,Female,33,9,0.0,1,0,0,142797.5,1,62092.63651575588,99899.18081372158,-1.2258476714090278
681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0,119730.1161339179,101113.43510163411,1.009616352770627
559,Spain,Male,25,5,0.0,2,1,1,163221.22,0,61818.14776342349,99440.57228098506,-1.2258476714090278
488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0,61818.14776342349,99440.57228098506,1.026817928133317
717,France,Female,36,5,0.0,2,1,1,145551.6,0,62092.63651575588,99899.18081372158,-1.2258476714090278
666,France,Female,41,10,141162.08,1,1,0,50908.48,0,62092.63651575588,99899.18081372158,1.0365723471080859
582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0,61818.14776342349,99440.57228098506,-0.1704888395575732
733,Spain,Female,30,0,83319.28,1,0,0,57769.2,0,61818.14776342349,99440.57228098506,0.10951949660402921
693,France,Male,41,4,0.0,2,0,0,156381.47,0,62092.63651575588,99899.18081372158,-1.2258476714090278
694,France,Female,33,4,129731.64,2,1,0,178123.86,0,62092.63651575588,99899.18081372158,0.853375441278569
622,France,Female,35,5,0.0,2,1,0,51112.8,0,62092.63651575588,99899.18081372158,-1.2258476714090278
598,Spain,Female,38,6,0.0,2,0,0,173783.38,0,61818.14776342349,99440.57228098506,-1.2258476714090278
717,Spain,Male,35,1,0.0,3,0,0,174770.14,1,61818.14776342349,99440.57228098506,-1.2258476714090278
494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0,119730.1161339179,101113.43510163411,0.4907571356460972
644,France,Male,33,8,0.0,2,1,1,155294.17,0,62092.63651575588,99899.18081372158,-1.2258476714090278
554,France,Female,30,9,0.0,2,1,1,40320.3,0,62092.63651575588,99899.18081372158,-1.2258476714090278
476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0,61818.14776342349,99440.57228098506,0.4618666692731239
667,France,Male,28,6,165798.1,1,1,0,147090.9,0,62092.63651575588,99899.18081372158,1.4314165207316827
748,Spain,Female,40,4,0.0,2,1,0,132368.47,0,61818.14776342349,99440.57228098506,-1.2258476714090278
531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0,61818.14776342349,99440.57228098506,0.8015105952142247
719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1,61818.14776342349,99440.57228098506,0.6396050623780726
845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0,119730.1161339179,101113.43510163411,0.0841078744732161
738,France,Male,54,4,0.0,1,0,1,55725.04,1,62092.63651575588,99899.18081372158,-1.2258476714090278
563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1,61818.14776342349,99440.57228098506,0.4757773983802037
695,Spain,Male,28,0,96020.86,1,1,1,57992.49,0,61818.14776342349,99440.57228098506,0.31308910154890257
841,Spain,Male,41,1,0.0,2,0,1,193093.77,0,61818.14776342349,99440.57228098506,-1.2258476714090278
626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0,119730.1161339179,101113.43510163411,1.6858157807817133
613,France,Female,29,6,185709.28,2,1,1,77242.19,0,62092.63651575588,99899.18081372158,1.7505351694813862
824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1,119730.1161339179,101113.43510163411,0.9257944133302005
705,France,Female,49,7,0.0,1,1,0,63405.2,1,62092.63651575588,99899.18081372158,-1.2258476714090278
584,France,Female,44,5,95671.75,2,1,1,106564.88,0,62092.63651575588,99899.18081372158,0.307493877586033
534,France,Male,62,2,0.0,2,0,0,42763.12,1,62092.63651575588,99899.18081372158,-1.2258476714090278
672,France,Female,34,1,142151.75,2,1,1,168753.34,0,62092.63651575588,99899.18081372158,1.0524338959016846
603,France,Male,43,5,127823.93,1,1,1,19483.35,0,62092.63651575588,99899.18081372158,0.8228003654967069
633,Germany,Male,43,3,144164.29,1,1,1,158646.46,0,119730.1161339179,101113.43510163411,1.084689093501964
842,France,Male,58,1,63492.94,1,1,1,83172.19,0,62092.63651575588,99899.18081372158,-0.2082394122327249
661,France,Female,27,3,0.0,2,1,1,76889.79,0,62092.63651575588,99899.18081372158,-1.2258476714090278
601,France,Male,74,2,0.0,2,0,1,51554.58,0,62092.63651575588,99899.18081372158,-1.2258476714090278
632,France,Male,41,0,106134.46,1,0,1,105570.39,0,62092.63651575588,99899.18081372158,0.4751808693896336
684,Germany,Male,29,8,127269.75,1,0,1,79495.01,0,119730.1161339179,101113.43510163411,0.8139184623265227
785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1,119730.1161339179,101113.43510163411,0.7694156687022232
687,France,Male,39,7,0.0,2,1,0,26848.25,0,62092.63651575588,99899.18081372158,-1.2258476714090278
705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1,119730.1161339179,101113.43510163411,1.1228895471219116
639,France,Male,43,6,99610.92,2,1,0,187296.78,0,62092.63651575588,99899.18081372158,0.3706273838671962
729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1,119730.1161339179,101113.43510163411,0.6627456431879879
556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0,61818.14776342349,99440.57228098506,1.4750786924979642
570,France,Male,32,9,117337.54,2,0,1,62810.91,0,62092.63651575588,99899.18081372158,0.6547338517560644
841,France,Male,74,9,108131.53,1,0,1,60830.38,0,62092.63651575588,99899.18081372158,0.5071881276163469
705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0,119730.1161339179,101113.43510163411,0.9617904984019738
553,France,Male,32,3,116324.53,1,1,0,77304.49,0,62092.63651575588,99899.18081372158,0.6384982302424255
779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0,119730.1161339179,101113.43510163411,-0.01627808194073126
696,France,Male,28,4,172646.82,1,1,1,116471.43,0,62092.63651575588,99899.18081372158,1.5411817015027405
728,Spain,Female,37,4,0.0,1,0,0,4539.38,0,61818.14776342349,99440.57228098506,-1.2258476714090278
691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0,119730.1161339179,101113.43510163411,1.3442383444316282
706,France,Male,30,3,98415.37,1,1,1,110520.48,0,62092.63651575588,99899.18081372158,0.3514661739081325
627,Germany,Female,30,6,57809.32,1,1,0,188258.49,0,119730.1161339179,101113.43510163411,-0.29933140850852535
716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0,119730.1161339179,101113.43510163411,0.8375432220941256
501,Germany,Male,24,4,130806.42,2,1,0,80241.14,0,119730.1161339179,101113.43510163411,0.8706010573045005
601,France,Male,41,1,123971.16,1,0,1,172814.99,0,62092.63651575588,99899.18081372158,0.7610516014182648
545,Spain,Female,39,6,0.0,1,0,0,38410.74,1,61818.14776342349,99440.57228098506,-1.2258476714090278
634,France,Male,45,9,0.0,2,0,0,17622.82,0,62092.63651575588,99899.18081372158,-1.2258476714090278
451,Spain,Female,23,9,0.0,2,0,1,48021.71,0,61818.14776342349,99440.57228098506,-1.2258476714090278
655,France,Female,59,7,0.0,1,1,0,88958.49,1,62092.63651575588,99899.18081372158,-1.2258476714090278
458,France,Female,39,9,0.0,2,1,0,116343.09,0,62092.63651575588,99899.18081372158,-1.2258476714090278
520,France,Male,33,4,156297.58,2,1,1,166102.61,0,62092.63651575588,99899.18081372158,1.2791506527710925
624,Spain,Female,28,2,0.0,2,0,1,104353.26,0,61818.14776342349,99440.57228098506,-1.2258476714090278
765,France,Male,51,3,123372.3,1,1,1,115429.32,0,62092.63651575588,99899.18081372158,0.7514536070256549
667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1,119730.1161339179,101113.43510163411,0.25139258584523905
665,Spain,Male,41,8,0.0,2,1,0,132152.32,0,61818.14776342349,99440.57228098506,-1.2258476714090278
709,Germany,Male,34,4,148375.19,2,1,1,21521.38,0,119730.1161339179,101113.43510163411,1.1521776460649022
583,France,Female,44,8,0.0,2,1,1,27431.62,0,62092.63651575588,99899.18081372158,-1.2258476714090278
782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0,61818.14776342349,99440.57228098506,1.1369078181292258
668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1,61818.14776342349,99440.57228098506,1.5622653631656973
621,France,Male,47,0,0.0,1,1,1,133831.37,1,62092.63651575588,99899.18081372158,-1.2258476714090278
579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0,119730.1161339179,101113.43510163411,1.1015358286752062
547,France,Female,38,5,167539.97,1,0,1,159207.34,0,62092.63651575588,99899.18081372158,1.459333660785544
840,France,Female,39,1,94968.97,1,1,0,84487.62,0,62092.63651575588,99899.18081372158,0.2962303460440392
667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0,119730.1161339179,101113.43510163411,0.4748930225150864
723,France,Male,34,5,0.0,2,0,1,12092.03,0,62092.63651575588,99899.18081372158,-1.2258476714090278
487,France,Male,45,2,0.0,2,1,0,77475.73,0,62092.63651575588,99899.18081372158,-1.2258476714090278
668,France,Female,31,9,0.0,2,0,0,41291.73,0,62092.63651575588,99899.18081372158,-1.2258476714090278
520,Germany,Male,34,8,120018.86,2,1,1,343.38,0,119730.1161339179,101113.43510163411,0.6977076591981927
549,France,Male,37,2,112541.54,2,0,0,47432.43,0,62092.63651575588,99899.18081372158,0.5778678378179863
567,France,Female,35,5,166118.45,2,1,0,127827.18,0,62092.63651575588,99899.18081372158,1.436550805044665
720,France,Female,45,1,102882.4,2,1,1,35633.15,1,62092.63651575588,99899.18081372158,0.42305974985513256
492,France,Female,49,8,0.0,1,1,1,182865.09,1,62092.63651575588,99899.18081372158,-1.2258476714090278
712,France,Female,37,1,106881.5,2,0,0,169386.81,0,62092.63651575588,99899.18081372158,0.48715376076834527
689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0,119730.1161339179,101113.43510163411,0.7090726423390664
850,France,Male,63,8,169832.57,1,0,0,184107.26,1,62092.63651575588,99899.18081372158,1.4960774104841341
747,France,Male,41,5,0.0,2,1,1,22750.17,0,62092.63651575588,99899.18081372158,-1.2258476714090278
469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0,119730.1161339179,101113.43510163411,0.5948225957047283
539,Spain,Male,38,6,0.0,1,1,1,152880.07,1,61818.14776342349,99440.57228098506,-1.2258476714090278
743,France,Male,32,9,0.0,2,1,0,175252.78,0,62092.63651575588,99899.18081372158,-1.2258476714090278
707,France,Male,47,3,0.0,2,1,0,174303.29,0,62092.63651575588,99899.18081372158,-1.2258476714090278
581,Spain,Female,50,4,0.0,2,1,1,80701.72,0,61818.14776342349,99440.57228098506,-1.2258476714090278
737,Spain,Male,38,6,146282.79,2,1,0,198516.2,0,61818.14776342349,99440.57228098506,1.1186425235536357
445,Germany,Female,38,6,119413.62,2,1,0,175756.36,0,119730.1161339179,101113.43510163411,0.6880074118512614
703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0,119730.1161339179,101113.43510163411,0.7308159798013752
588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1,119730.1161339179,101113.43510163411,0.4259162614615097
765,France,Male,44,6,0.0,2,1,1,159899.97,0,62092.63651575588,99899.18081372158,-1.2258476714090278
626,France,Male,33,8,0.0,2,1,0,138504.28,0,62092.63651575588,99899.18081372158,-1.2258476714090278
545,Germany,Male,37,9,110483.86,1,1,1,127394.67,0,119730.1161339179,101113.43510163411,0.5448891765252207
744,France,Male,31,9,120718.28,1,1,1,58961.49,0,62092.63651575588,99899.18081372158,0.7089173396545252
658,Spain,Female,31,2,36566.96,1,1,0,103644.98,1,61818.14776342349,99440.57228098506,-0.639785023987606
629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0,119730.1161339179,101113.43510163411,0.5147123743977292
719,France,Female,42,4,0.0,1,1,0,28465.86,1,62092.63651575588,99899.18081372158,-1.2258476714090278
686,Spain,Female,36,5,0.0,2,1,1,152979.14,0,61818.14776342349,99440.57228098506,-1.2258476714090278
743,France,Male,36,4,0.0,2,1,1,190911.02,0,62092.63651575588,99899.18081372158,-1.2258476714090278
626,Spain,Female,48,2,0.0,2,1,1,95794.98,0,61818.14776342349,99440.57228098506,-1.2258476714090278
661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1,119730.1161339179,101113.43510163411,1.0361642969173306
710,Germany,Male,45,9,108231.37,1,1,1,188574.08,0,119730.1161339179,101113.43510163411,0.5087882741617132
654,France,Male,40,6,0.0,1,0,0,183872.88,1,62092.63651575588,99899.18081372158,-1.2258476714090278
569,Spain,Female,34,6,144855.34,1,0,0,196555.32,0,61818.14776342349,99440.57228098506,1.0957646270574075
640,France,Male,63,2,68432.45,2,1,1,112503.24,1,62092.63651575588,99899.18081372158,-0.12907334790677094
562,France,Male,45,6,136855.24,1,1,0,46864.0,0,62092.63651575588,99899.18081372158,0.9675461537242095
721,France,Female,55,3,44020.89,1,1,0,65864.4,1,62092.63651575588,99899.18081372158,-0.5203200766828816
456,Germany,Male,32,9,133060.63,1,1,1,125167.92,0,119730.1161339179,101113.43510163411,0.9067295262951918
811,Spain,Male,39,7,0.0,2,1,1,177519.39,0,61818.14776342349,99440.57228098506,-1.2258476714090278
534,France,Male,24,1,0.0,1,1,1,169653.32,0,62092.63651575588,99899.18081372158,-1.2258476714090278
423,France,Female,36,5,97665.61,1,1,0,118372.55,1,62092.63651575588,99899.18081372158,0.3394496887934092
594,Germany,Male,28,5,185013.02,1,1,0,16481.12,0,119730.1161339179,101113.43510163411,1.7393761346889496
725,Spain,Female,32,0,0.0,2,1,1,138525.19,0,61818.14776342349,99440.57228098506,-1.2258476714090278
716,France,Female,52,7,65971.61,2,1,0,14608.0,1,62092.63651575588,99899.18081372158,-0.16851349839454818
595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0,119730.1161339179,101113.43510163411,1.18564096712862
679,France,Female,33,1,0.0,2,0,0,69608.48,0,62092.63651575588,99899.18081372158,-1.2258476714090278
667,Spain,Male,39,9,0.0,2,1,0,68873.8,0,61818.14776342349,99440.57228098506,-1.2258476714090278
661,France,Female,37,5,136425.18,1,1,0,81102.81,0,62092.63651575588,99899.18081372158,0.9606535353017305
655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1,61818.14776342349,99440.57228098506,2.7953233217054723
555,France,Male,55,4,146798.81,1,1,1,74149.77,0,62092.63651575588,99899.18081372158,1.1269128322509514
531,Spain,Male,70,1,0.0,2,0,0,99503.19,0,61818.14776342349,99440.57228098506,-1.2258476714090278
611,Germany,Female,40,7,128486.91,2,1,0,10109.47,0,119730.1161339179,101113.43510163411,0.8334260181073548
600,France,Female,38,9,0.0,2,1,1,58855.85,0,62092.63651575588,99899.18081372158,-1.2258476714090278
531,Spain,Male,37,1,143407.29,2,0,1,84402.46,0,61818.14776342349,99440.57228098506,1.0725565721193273
601,France,Female,43,2,0.0,1,1,0,49713.87,1,62092.63651575588,99899.18081372158,-1.2258476714090278
548,France,Male,57,6,76165.65,1,1,1,133537.53,0,62092.63651575588,99899.18081372158,-0.005132509919709979
759,France,Male,40,4,0.0,2,1,0,124615.59,0,62092.63651575588,99899.18081372158,-1.2258476714090278
678,Spain,Female,49,8,0.0,2,0,1,98090.69,0,61818.14776342349,99440.57228098506,-1.2258476714090278
755,Germany,Female,33,6,90560.3,2,1,1,42607.69,0,119730.1161339179,101113.43510163411,0.2255721121682289
594,France,Male,61,3,62391.22,1,1,1,192434.11,0,62092.63651575588,99899.18081372158,-0.22589679857047706
768,France,Male,42,5,0.0,3,0,0,60686.4,0,62092.63651575588,99899.18081372158,-1.2258476714090278
492,France,Female,31,7,0.0,2,1,1,49463.44,0,62092.63651575588,99899.18081372158,-1.2258476714090278
637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1,119730.1161339179,101113.43510163411,0.7515481669677387
646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0,61818.14776342349,99440.57228098506,0.37424229826330413
593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0,119730.1161339179,101113.43510163411,1.3614783848555045
596,Spain,Male,41,5,0.0,2,0,1,141053.85,0,61818.14776342349,99440.57228098506,-1.2258476714090278
722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1,119730.1161339179,101113.43510163411,0.9908899582740617
642,France,Male,25,7,0.0,2,1,0,102083.78,0,62092.63651575588,99899.18081372158,-1.2258476714090278
472,Spain,Female,28,4,0.0,2,1,0,1801.77,0,61818.14776342349,99440.57228098506,-1.2258476714090278
738,Germany,Male,35,6,101744.84,1,0,0,85185.44,0,119730.1161339179,101113.43510163411,0.4048279519369925
732,Spain,Male,33,8,0.0,1,1,0,119882.7,0,61818.14776342349,99440.57228098506,-1.2258476714090278
404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1,119730.1161339179,101113.43510163411,0.7848504155877376
701,France,Male,44,7,0.0,2,1,0,23425.78,0,62092.63651575588,99899.18081372158,-1.2258476714090278
683,France,Male,31,2,0.0,2,0,1,77326.78,0,62092.63651575588,99899.18081372158,-1.2258476714090278
460,France,Female,27,7,0.0,2,1,0,156150.08,1,62092.63651575588,99899.18081372158,-1.2258476714090278
690,France,Male,29,5,0.0,2,1,0,108577.97,0,62092.63651575588,99899.18081372158,-1.2258476714090278
618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1,119730.1161339179,101113.43510163411,0.6725507078266532
671,France,Male,30,2,0.0,1,0,1,102057.86,0,62092.63651575588,99899.18081372158,-1.2258476714090278
765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0,61818.14776342349,99440.57228098506,1.6285090901859811
651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0,119730.1161339179,101113.43510163411,0.5239141786601161
704,France,Male,32,7,127785.17,4,0,0,184464.7,1,62092.63651575588,99899.18081372158,0.8221791547585418
544,France,Female,45,6,0.0,2,0,1,151401.33,0,62092.63651575588,99899.18081372158,-1.2258476714090278
790,France,Female,40,9,0.0,2,1,1,70607.1,0,62092.63651575588,99899.18081372158,-1.2258476714090278
710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0,119730.1161339179,101113.43510163411,0.9259577295691552
743,France,Male,37,8,69143.91,2,0,1,105780.18,0,62092.63651575588,99899.18081372158,-0.1176707010601518
702,France,Male,34,4,100054.77,1,1,0,109496.45,0,62092.63651575588,99899.18081372158,0.3777410161204106
704,France,Female,45,6,0.0,1,1,1,137739.45,0,62092.63651575588,99899.18081372158,-1.2258476714090278
614,France,Male,38,2,116248.88,1,1,0,105140.92,0,62092.63651575588,99899.18081372158,0.6372857794596033
609,Spain,Female,43,6,86053.52,2,1,1,113276.46,1,61818.14776342349,99440.57228098506,0.1533414586453242
688,France,Female,32,6,123157.95,1,1,0,172531.23,0,62092.63651575588,99899.18081372158,0.748018196248418
713,France,Male,44,1,63438.91,1,1,0,64375.4,0,62092.63651575588,99899.18081372158,-0.20910535692269036
736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1,119730.1161339179,101113.43510163411,0.30146191490760615
727,France,Male,18,4,133550.67,1,1,1,46941.41,0,62092.63651575588,99899.18081372158,0.9145834507051618
850,France,Female,38,1,106871.81,2,1,0,29333.01,0,62092.63651575588,99899.18081372158,0.486998458083804
718,Spain,Male,45,3,105266.32,2,1,1,193724.51,0,61818.14776342349,99440.57228098506,0.4612670951318765
643,France,Female,51,2,105229.53,1,1,0,34967.75,1,62092.63651575588,99899.18081372158,0.460677457798102
653,France,Male,41,8,102768.42,1,1,0,55663.85,0,62092.63651575588,99899.18081372158,0.4212329799909412
674,France,Male,18,7,0.0,2,1,1,55753.12,1,62092.63651575588,99899.18081372158,-1.2258476714090278
690,France,Male,35,6,112689.95,1,1,0,176962.31,0,62092.63651575588,99899.18081372158,0.5802464210391186
819,France,Male,38,9,122334.26,2,1,1,181507.44,0,62092.63651575588,99899.18081372158,0.7348168269780562
634,Spain,Male,34,1,0.0,2,1,0,61995.57,0,61818.14776342349,99440.57228098506,-1.2258476714090278
633,Spain,Male,33,4,137847.41,2,1,0,98349.13,0,61818.14776342349,99440.57228098506,0.9834477702898775
850,France,Male,49,5,122486.47,1,0,1,59748.19,0,62092.63651575588,99899.18081372158,0.7372563132127341
665,France,Male,33,2,101286.11,1,1,1,159840.51,0,62092.63651575588,99899.18081372158,0.39747583630442074
630,Spain,Male,26,7,0.0,2,1,1,6656.64,0,61818.14776342349,99440.57228098506,-1.2258476714090278
836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1,61818.14776342349,99440.57228098506,0.3968499777046955
668,France,Male,38,10,86977.96,1,0,1,37094.75,0,62092.63651575588,99899.18081372158,0.16815755913008587
753,France,Male,57,7,0.0,1,1,0,159475.08,1,62092.63651575588,99899.18081372158,-1.2258476714090278
745,France,Female,55,9,110123.59,1,0,1,51548.14,1,62092.63651575588,99899.18081372158,0.539115090027833
693,France,Male,36,8,178111.82,1,0,0,58719.63,1,62092.63651575588,99899.18081372158,1.6287698512466096
606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1,119730.1161339179,101113.43510163411,0.7984825935433904
660,France,Female,35,6,100768.77,1,1,0,19199.61,0,62092.63651575588,99899.18081372158,0.3891843718234522
608,France,Male,42,5,0.0,2,1,0,178504.29,0,62092.63651575588,99899.18081372158,-1.2258476714090278
744,France,Female,44,3,0.0,2,1,1,189016.14,0,62092.63651575588,99899.18081372158,-1.2258476714090278
731,France,Female,40,7,118991.79,1,1,1,156048.64,0,62092.63651575588,99899.18081372158,0.6812466965344349
683,France,Male,72,3,140997.26,1,0,1,52876.41,0,62092.63651575588,99899.18081372158,1.03393075903109
727,France,Male,28,5,0.0,2,0,1,19653.08,0,62092.63651575588,99899.18081372158,-1.2258476714090278
561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,119730.1161339179,101113.43510163411,1.44786818767232
700,France,Female,34,2,76322.69,1,1,0,128136.29,0,62092.63651575588,99899.18081372158,-0.0026156127493938003
605,France,Male,35,6,0.0,2,1,1,45206.57,0,62092.63651575588,99899.18081372158,-1.2258476714090278
767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,61818.14776342349,99440.57228098506,1.1635330129404795
511,France,Male,33,7,0.0,2,0,1,158313.87,0,62092.63651575588,99899.18081372158,-1.2258476714090278
